,SKM_old_train_01,SKM_old_train_02,SKM_old_train_03,SKM_old_train_04,SKM_old_train_05,SKM_old_train_06,SKM_old_train_07,SKM_old_train_08,SKM_old_train_09,SKM_old_train_10,SKM_old_train_11,SKM_old_train_12,SKM_old_untr_01,SKM_old_untr_02,SKM_old_untr_03,SKM_old_untr_04,SKM_old_untr_05,SKM_old_untr_06,SKM_old_untr_07,SKM_old_untr_08,SKM_old_untr_09,SKM_old_untr_10,SKM_old_untr_11,SKM_old_untr_12
ACGALK,-3.706305359201093e-15,-6.008255140434508e-15,0.0,-6.527803607425572e-18,2.3031045195746142e-14,0.0,-7.526961797578285e-16,-1.4349059915428868e-16,1.4905658501402496e-15,2.474351480228871e-15,4.329906559684244e-15,-6.167355980270794e-16,0.0,0.0,,-5.221182187066435e-18,,1.0849151328689374e-15,1.7565026613489075e-16,-3.614385593131446e-15,,,-6.577868819929438e-19,0.0
ACGALK2,3.706305359201093e-15,6.008255140434508e-15,0.0,0.0,-2.3031045195746142e-14,0.0,7.526961797578285e-16,2.60391029657869e-16,-1.4905658501402496e-15,-2.120159221131489e-15,-4.190869564918839e-15,6.167355980270794e-16,0.0,-5.964541441321198e-16,,0.0,,-1.0849151328689374e-15,-8.221333070027129e-15,3.862877852733021e-15,,,6.577868819929438e-19,0.0
ACGAM2E,6.0212264065497925,9.459723029471578,4.267686602256278,-1.8544257874823997,5.7917699139481105,8.179765064828905,7.262195183964898,3.1863411820749206,4.644425809148373,6.690681298893747,2.8655607458936854,0.18802711947229364,4.994092880264059,6.234523036950865,19.323099049393846,3.4661367823297966,9.739395965054984,5.918564910039903,19.699755292173613,7.872160228531614,7.827992593746571,31.230112404410406,9.304641648284251,3.4123745214483017
ACGAM6PSi,75.07706821869964,41.35062554308843,81.27912788379777,55.54224208254229,73.20542095588162,63.30674617628482,80.81652360296141,110.54449446526213,61.53164758466496,117.74987330000808,52.765790424444745,109.85448180338304,33.80143879477234,74.86565412008903,90.01189542314566,43.68189089500011,68.61625793568602,40.15667548323058,55.71677416430391,39.914091649459465,105.99883456686179,98.97911633506052,45.346741515160076,65.93333647718998
ACGAMK,133.8940337445437,139.16526256763953,207.12822139879654,136.71668230819546,165.85835946603754,170.50254352743497,109.73999053783275,177.46238287457973,135.07662166072413,127.14868815800688,123.32734558292289,173.64810262337127,207.42801388330676,127.22654249818002,91.11060133752557,162.3805713235134,122.01267667946291,209.44343233225877,193.14852018847748,197.41325684050574,126.68334149397707,107.04590192718443,108.05983201535533,137.04805596933454
ACGAMPM,128.68945094173625,113.4336706710114,164.22678534749363,112.44355133173556,146.1583694872317,189.50778826932415,125.50215179498488,114.38811753379476,137.36741620294222,157.2683484589862,130.59677920265162,146.07645628035957,112.11911000666395,122.74353951369652,120.4720446897068,128.50463304257377,120.29423421850751,135.14185528073327,149.06190543960471,155.81367218069602,131.85029645471232,133.43202498113862,89.21940308631291,109.79013286189401
ACGPID,19.44009688247404,0.0,28.3534753765164,18.67178761943052,15.311185852042989,16.227506259265482,18.808696231364156,27.343514072284506,18.815420521866272,24.123370277546194,14.588884619475667,27.710704605285244,18.311230572422147,27.431971398112594,27.081539363487902,19.705182901073883,28.24710050708382,19.699966439615093,34.910309506620564,45.986999477561774,24.15755444933586,19.069066643700893,17.041474238307174,25.07454306150848
ACGSm,,,,,,,,,,,,,,,,,,,,,,,,
ACHEe,,,,,,,,,,,,,,,,,,,,,,,,
ACITL,28.465051702893,22.576914312848817,12.451261637525022,10.40784198655165,33.603913084096256,27.247476669000548,26.297854000190544,27.83456534226726,20.279925039544363,22.690804183402122,24.776357881023547,24.836393954252024,42.46709259893937,46.22219089677613,23.703117834896837,22.532584211066293,16.66742364071664,15.012189344019912,24.491808452292243,21.230330917455817,12.662757969262126,14.343023241523747,19.89900360739465,24.663897607536622
ACNAM9PL,6.347097093653537,4.22934818390677,7.7267780788825124,9.5940025286773,7.499531328459292,5.789455281645794,7.3982899188969204,12.139052591685662,15.28900357324265,8.317121909364088,8.187572959783594,5.3311354220912355,8.3742477545899,6.383132956652789,8.617891383289127,10.452772528506378,5.497377906239588,10.413668699556508,10.281030461324288,7.051604215935846,6.198245438334854,5.614282639873448,5.875143307152634,9.853961365618083
ACNAM9PL2,,,,,,,,,,,,,,,,,,,,,,,,
ACNAMPH,6.347097093653707,4.229348183906723,7.726778078882499,9.594002528677308,7.499531328459288,5.789455281645774,7.398289918896937,12.13905259168569,15.289003573242722,8.317121909364081,8.187572959783608,5.331135422091228,8.374247754589899,6.383132956652732,8.617891383289194,10.452772528506383,5.497377906239599,10.413668699556487,10.281030461324287,7.051604215935846,6.1982454383348395,5.614282639873448,5.875143307152603,9.853961365618023
ACNMLr,-7.843505314148318,-14.196935918778458,-3.2100104494954307,0.4364471898268492,-8.53816204534288,-11.433352146501582,-7.141814016002514,1.8755136445963576,2.3515164404994153,-3.5521290130984817,1.553966938979766,-0.4452090022750626,-7.338513591393913,-6.645282745293235,-17.648083335760763,-4.246725347108648,-6.663694255949624,-3.3760045224345796,-13.61851215755469,-4.395991514874371,-8.376475021528966,-32.36468338710979,-7.737982100930076,-0.05636143295283141
ACOAD10m,51.14969517768646,36.558742572879304,23.249408203718605,25.41213903997758,34.27823403261717,33.803917816224335,25.08092904475709,35.01942524943801,37.22569496565848,21.834813892953697,27.20867588661331,17.34180462858706,17.02822057129583,59.96865952839357,17.522795271280835,25.47870910825425,19.7250783466152,9.096039394001664,33.65819558204567,58.338262289377695,44.585031080534264,19.351167446486087,22.359436981727267,13.98169141460007
ACOAD1fm,23.9009780676557,20.910925606567815,12.683262947157717,37.92884190665096,8.17815943833244,32.15324038233732,42.379762969483636,26.02712211953604,43.622677781550266,21.866592485488276,21.93674668513732,24.803927701068226,9.30308768269957,35.001014373895494,11.060325839503946,58.522571399221064,18.007567633521997,41.410636978963154,23.61830740114309,8.30553398031306,14.16004356956346,24.365737644636486,14.326173807111706,19.584813931374278
ACOAD8m,17.626737209578987,16.15612532993075,13.456991580002294,,,,,9.823194506505441,,4.350569676781142,33.53225149625284,16.047585888709833,,15.291451393245117,24.623273106224783,61.21117412572188,7.874529160963541,,,,15.974621273047221,42.44992805067267,6.694644340555709,18.831693036977267
ACOAD9m,42.375766422172674,149.87840249781812,151.05502191422315,98.64253430066653,76.3910340123085,76.4910344355331,119.01390102715129,41.00978310499727,84.52626168554795,87.13541770711893,92.87929306429022,139.31358298232593,160.56755500521558,84.3748070118646,100.78860440882183,49.90887440243795,85.10766924113983,209.12708340723213,74.30196779886475,91.31224297951216,86.40945307421978,80.73570775563815,48.90678670392898,169.20069126721833
ACOAHi,27.109150870901367,33.30042817085189,16.149449121334822,40.38965016225039,71.1763025622138,36.24587884744847,31.149767944596654,20.992941037772678,,,54.692612257911506,,17.304728053189336,27.397624764341742,19.40717657115271,17.691661032858544,,27.4756542534772,,,,,,
ACOAO7p,102.04296894510463,146.62340072356406,90.2990436180916,60.811859646140206,93.73426072008363,107.0919003867737,83.39903642009743,77.80326699617004,126.21201259872943,63.21270704205492,95.49318869274249,67.11327234462871,72.86302042377498,108.50801058829184,76.19546751475741,77.46273742840182,67.51750687066142,88.15970428919591,105.24647363645127,107.19195069915192,92.09658450826335,82.56590117916426,86.00125750725032,88.54639041981625
ACOATA,,,,,,,,,,,,,,,,,,,,,,,,
ACODA,,,,,,,,,,,,,,,,,,,,,,,,
ACONT,-449.92070605274444,-495.7537030005362,-733.5535441180283,-579.9426826686563,-641.4954341765331,-469.4283659690891,-491.6925306870828,-551.3702566767181,-591.8629366019969,-646.817542397761,-586.7287837094742,-522.830589972392,-585.8575119981962,-633.422809392294,-637.2217340131798,-368.3194631496936,-619.1596506734603,-530.9863198235215,-681.9619390937432,-651.692624766385,-297.18223795198554,-444.40087686294777,-541.842758151779,-435.32415596949653
ACONTm,14.162046449832983,-20.195268990050014,105.05921964893486,-118.3756995195265,65.3435924303649,38.454364200251085,19.15314965177887,1.718712965965756,-51.572517369390646,-42.690110830693406,-120.06981158049697,65.70489371564088,180.7933225549165,-94.25405570601247,-51.98335116934326,8.334045280507034,-45.519026047743125,-66.2094734464894,-7.9343607934304154,219.03465215975095,-98.81212145744927,-180.5677010389784,49.80708489922013,-155.6243861912002
ACOX22x,,,,,,,,,,,,,,,,,,,,,,,,
ACOX2x,,,1.0494383179268836,,0.8611540785740877,,,,,,,,,,,,0.6780679657021638,,,,,,,
ACP1_FMN_,14.621667411143422,13.919792466943163,25.310508107433208,16.088751861487296,11.52456925683713,10.039300713010965,25.621419143288605,11.47244160163473,9.10720882519844,16.017986289320795,12.63567601673374,10.192459869291907,15.77288992449742,15.306536236527863,11.480513991958796,9.392824155168057,7.057399468227926,6.791570160744838,12.426367507750076,8.211325309375582,5.606585699097075,11.93241978147594,11.557289534895101,9.551121971791348
ACS,7.006790141742282,13.370186418929512,14.649420723443017,7.615135966173383,10.409801293634038,7.707107206074117,15.439203101828463,11.20915918315933,8.68237564264318,11.219418627878182,9.842816600595983,8.116358114240816,11.619993899706365,6.941148539265752,13.447305587487259,19.720079741770213,7.358704430359337,10.585031453437212,13.783805724920464,8.536966737541386,26.573536697465002,7.3259582303733195,10.167641866749115,12.937945367043746
ACS2,3.5568744193047435,2.1774489142732407,8.433753786620025,15.10388070112735,8.135141964720738,7.547844534989056,4.207933621874245,6.268889726358387,3.4703878566255915,7.3742700961054455,8.4543151337638,4.89537044888715,11.240322366036304,5.243659242633862,4.684126211264934,4.881717402973574,3.878394153948749,2.6295182227981386,7.074465390193026,6.686839008478193,8.522523332925346,34.972946615392075,4.713232846965047,7.078801831084404
ACSm,15.27907961634714,14.829342538296977,34.46164682872147,24.644537044251386,44.508199565481306,16.4853394097087,23.3445973719894,22.008881296352577,7.16234414727096,16.348506398350715,5.929145473331914,11.013175959060511,12.407374006466807,9.756516888118018,23.70531537807753,14.405276133992542,12.926267551129923,11.815002084630722,32.52122040562339,5.6773306012648215,8.131280852081728,47.384193879729885,12.50384787522968,26.590462653381895
ACSOMT,,,,,,,,,,,,,,,,,,,,,,,,
ACSRTNMT,,,,,,,,,,,,,,,,,,,,,,,,
ACTLMO,14.029510170060972,7.2810307240941565,14.724945865929113,,,,,14.528892300430819,8.16411729776246,,18.17539787152778,,10.097142729661577,13.261074287667306,17.249519358950398,11.908472383223456,14.134078848375129,20.28716539842677,,11.511824728260592,11.947015822854267,,28.05904597628129,
ACTNMO,,,,,,,,,,,,,,,,,,,,,,,,
ACYP,6.946992536395727,6.907509540876677,11.374439420037845,15.620393224887863,4.963681754792317,4.010465481620755,11.69031317591726,5.833478551414452,6.007357851569874,5.416299952663241,11.766154039265661,6.674323645613234,2.525252356563779,9.405861939590391,5.335065074461209,8.669865715308696,3.1133542743881835,4.5316798456777665,30.541621740231474,5.6230355168643396,4.5648807645286125,47.97186995192704,7.314760715579529,3.8314330082366275
ADA,,,,,46.35528491427912,,,,,,,,,,,,,,,,,,,
ADAe,,,,,81.11552754189078,,,,,,,,,,,,,,,,,,,
ADCim,,,95.6527198101146,,,,,,,,,,,,,,,,,,,,,
ADK1,146.46115050719155,-95.55993431441897,-286.9481058568482,-191.281597398611,-92.64193774201476,-18.93725899858082,-25.359045268413894,203.3940089221733,82.44027831929624,31.683376905850327,63.91521263483283,-107.9758037512272,-109.9515434778641,-223.85414494617714,-342.96142734855187,6.487933550361631,-306.32348487101456,-273.58019219502177,-217.29173489392988,157.48788706466078,-79.6073294189183,148.0136276456273,126.67900447136094,238.58238276897256
ADK1m,-129.7800659172859,-19.09085513467968,-9.441216256908493,-263.03216602758954,-215.5835191741337,-61.695241719264146,-57.14094465229726,-263.37017266598247,0.19296929815767236,66.32302464426331,-36.54857543478505,59.481791496195406,80.91265784320673,67.97562633998339,-393.2687519972195,-195.88488674142118,130.53133078644439,165.85788630891122,252.93926831815068,-61.95541606998328,182.77428849385524,222.41623613832968,78.48684348119893,314.65368628153215
ADK3,,,,,,,,,,,,,,,,,,,,,,,,
ADK3m,214.13414576941923,106.6806798915485,167.6297183797568,328.869260378606,278.1890547196312,147.57043962268085,102.82720123732047,349.9619477101074,98.08029676758683,-9.159095633195138,123.2349603142893,12.554094339864433,16.081745145626865,15.174440799000287,485.05202304842476,300.2194020357785,120.1258342426419,-143.15404520248714,-198.35053018865082,134.93634636725096,-113.76300878103747,-94.8499583627176,-14.334934127222013,-252.00887916318158
ADKd,,,,,,,,,,,,,,,,,,,,,,,,
ADMDC,43.84949047927205,41.46730235014811,65.74392115469419,30.512501007123145,71.70382719663436,74.54414995883644,60.14641351719551,46.46814984722924,27.907437758777114,43.22022422260957,44.54979172666461,34.8241586698471,22.15866276147707,58.38030018575686,58.89287312709452,60.71664891458412,30.34944648240492,55.86204716204632,28.54878464676529,143.66076447031514,94.9053484025286,50.576898461146406,41.48729745849866,76.00271758970436
ADNCYC,10.482536853136908,16.751931618931305,14.666073552847674,16.016865775460413,8.799083213906131,14.077807255077271,7.810689003423823,9.23233779246365,10.630961757321183,14.804774770627402,7.378285037215526,10.536261733889,11.17615415626597,11.334478093807446,11.08642054708041,17.645749291313486,12.608754320795512,9.155599036783633,14.581817099619768,8.454364815421195,11.440358543148767,6.62144484130169,8.448443542629779,9.8468148842494
ADNK1,63.395932477217166,46.205132925429396,55.79242663377126,76.9317824985409,101.73456808083742,36.84682491127809,86.91711168464307,91.46784037415752,73.33139170969305,53.028709642293144,97.64655663510672,76.38972234491163,68.4543326243731,105.03866530002747,84.66309455569353,62.7747357619338,71.38177527064083,61.52322438276721,63.65894077358968,63.02865279007195,52.17204529289127,63.212797773946,55.861278894351706,44.09569820193263
ADNK1m,79.47920730965382,101.23492576795387,120.78718943415342,56.53849537336423,46.13028849837619,86.19897760618541,27.973636263745323,95.51727318864286,81.15356678281508,36.442073027243175,73.1367859633645,94.83892248783093,89.94274842024701,66.52494391698211,81.80739388120125,107.11706796058637,233.57929124200373,12.422048108293414,62.31604234256266,98.51821533932848,79.92115777360159,88.94237652658312,51.79706340466486,40.324353552004496
ADPGLC,,,,,,,,,,,,,,,,,,,,,,,,
ADPMAN,,,,,,,,,,,,,,,,,,,,,,,,
ADPRDP,42.863020073251676,75.29345200442125,13.736678717223494,62.79175498790061,14.471996278671865,64.4854114187238,24.012503345108385,64.57064786420561,52.77332014680612,53.32837467008254,14.01376725633725,66.20320913025802,49.03738650475662,17.713544292956602,74.03997885263952,65.28618505355058,18.912170199063493,89.99727337433266,13.711175101982619,80.429575175701,37.076388639054315,71.39977805995048,51.014229090480555,51.83146634175577
ADPRDPm,,,,,,,,,,,,,,,,,,,,,,,,
ADPT,10.938195017382984,12.015602702439207,13.777652409940169,18.709324559889364,17.959212771888197,8.62845531929037,6.285353984837515,11.710449919220919,10.135138567783624,27.102880007098626,16.81661144473026,7.726389426835543,15.182311086218029,15.689014567935835,16.778896330932948,17.03801583075647,55.190602609881246,14.614175096409317,29.251773946119513,22.380320418548067,12.369036977300812,12.263102256740213,6.223130077278525,26.588356700993025
ADRNCPT1,3.1756667793016353,4.5576070872675585,3.245825589423821,5.370431557815144,5.886801128454203,6.4180841366072245,2.1634783308050065,2.8084865324539523,27.519375734316373,2.631354115609056,3.780756029504247,3.930156954088419,3.4884031158506237,3.679371964916524,8.458148691078817,4.251099289014018,2.8373708051067266,6.338065382368783,4.739290723485685,2.7751542529329853,3.5352566929328484,3.320850920735947,2.797250286504885,2.1300039128634913
ADRNCPT2,3.1756667793016904,4.557607087267549,3.245825589423801,5.370431557815143,5.886801128454216,6.418084136607258,2.1634783308049994,2.8084865324539483,27.519375734316366,2.631354115609055,3.7807560295042384,3.9301569540884107,3.4884031158506192,3.679371964916586,8.458148691078794,4.251099289014019,2.8373708051067266,6.33806538236878,4.739290723485624,2.7751542529329956,3.535256692932843,3.3208509207359374,2.797250286504882,2.1300039128634967
ADSELK,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,36.93536185616909,3.9543756139129846,15.501013239307445,4.407416663786022,47.26626169816026,4.941953096513451,4.908702559883305,2.905722628235327,5.155046210325528,26.013332504602843,3.570725481961619,3.914881471945515,3.3871113120147314,4.665442919571254,3.856083336951581,6.262538537643984,2.7195473748731156,4.394894212677833,4.769361747085839,3.959504568713016,3.8412861503865066,4.438957652910289,3.094626204992019,3.4534354975918324
ADSL1,42.108037863518135,59.2921083082914,32.437658761739186,50.826794625288436,78.42184879262851,78.44045380813722,121.16987697017873,53.04235897623389,74.96141244988338,93.36987444478326,98.9171432168679,78.53055531318616,59.138580738444844,18.89095369961174,51.85346732304451,64.18133587404886,56.86415612690668,22.60452513920847,109.7178662109649,85.01578993860299,70.76757256451782,38.35503643537476,89.25514069406955,46.56187927431084
ADSL2,7.669522964222297,12.263407066410258,34.246201296996915,6.219144250962276,11.986271147999163,10.564350383813126,13.375734765911362,18.935165168224138,24.637491150435718,53.40172378871417,11.947486569577354,11.959096554366575,4.432388606969813,11.828482270864905,31.450660853030005,7.941969588601088,14.91558966338915,15.707270798178095,15.101190368320273,6.677992227622529,14.373554059845544,12.12571921269513,5.526982382173194,5.905179312755558
ADSS,42.1080378635182,59.2921083082913,32.437658761739186,50.82679462528847,78.42184879262746,78.4404538081372,121.16987697017889,53.04235897623379,74.96141244988334,93.36987444478328,98.91714321686855,78.53055531318618,59.138580738444915,18.89095369961146,51.85346732304429,64.1813358740485,56.86415612690651,22.604525139208434,109.71786621096483,85.01578993860309,70.7675725645178,38.35503643537469,89.25514069406941,46.56187927431079
AG13T10g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248747,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159883,0.2325936872154115,0.07837551797179022,0.16776310460994487,0.13087276352367852,0.07700799810805332,0.16703604092398402,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.21019979415428816,0.24972581244781109,0.1526302247809874,0.16764027489680805,0.13312335904040193,0.0844166103468343,0.08447870470413324
AG13T11g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248658,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159883,0.23259368721541143,0.07837551797179022,0.16776310460994487,0.13087276352367852,0.07700799810805338,0.167036040923984,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.21019979415428816,0.24972581244781109,0.1526302247809899,0.16764027489680805,0.13312335904040193,0.0844166103468343,0.0844787047041332
AG13T12g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248658,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159894,0.23259368721541143,0.07837551797179022,0.16776310460994487,0.13087276352367852,0.07700799810805332,0.16703604092398405,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.21019979415428816,0.24972581244781109,0.15263022478098753,0.16764027489680805,0.13312335904040193,0.0844166103468343,0.08447870470413324
AG13T13g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248658,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159894,0.23259368721541143,0.07837551797179022,0.16776310460994487,0.13087276352367852,0.07700799810805345,0.16703604092398466,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.21019979415428816,0.24972581244781109,0.15263022478098748,0.16764027489680805,0.13312335904040193,0.08441661034683431,0.08447870470413324
AG13T14g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248658,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159894,0.23259368721541143,0.07837551797179022,0.16776310460993224,0.13087276352367852,0.07700799810805466,0.16703604092398466,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.2101997941542758,0.24972581244781109,0.15263022478098426,0.16764027489680805,0.13312335904040193,0.08441661034683431,0.08447870470413324
AG13T15g,0.22394512366215216,0.1461353410343777,0.1358291448566024,0.13507558488248658,0.20255253300674486,0.20250056422872778,0.25603720059734086,0.15874888656159894,0.23259368721541143,0.07837551797179022,0.16776310460994487,0.13087276352367852,0.07700799810805332,0.16703604092398466,0.14839729058724796,0.3269867603578601,0.09967361279885505,0.2101997941542758,0.24972581244781109,0.15263022478098706,0.16764027489680805,0.13312335904040193,0.08441661034683431,0.08447870470413324
AG13T16g,0.2564253217999632,0.23901093321225297,0.32690093319366087,0.35962395441600314,0.3245660041099236,0.3268020677005896,0.2656584387766993,0.15062238176720016,0.46560250110635476,0.26352191248156037,0.22450644572030473,0.3720521824647113,0.3186052100188459,0.2902896616803543,0.2714550348376974,0.38237746435647,0.20296290057389973,0.2625447438257172,0.2543628604649293,0.22638936948626498,0.19195284682075653,0.7498954281909853,0.2771358955214792,0.3723317280929705
AG13T17g,0.2564253217999632,0.23901093321225297,0.32690093319366087,0.35962395441600314,0.3245660041099236,0.3268020677005896,0.2656584387766993,0.15062238176720016,0.46560250110635476,0.2635219124815604,0.2245064457202988,0.37205218246471067,0.3186052100188459,0.2902896616803543,0.2714550348376974,0.38237746435647,0.20296290057389973,0.2625447438257172,0.2543628604649293,0.22638936948626537,0.19195284682075653,0.749895428190977,0.2771358955214792,0.3723317280929705
AG13T18g,0.2564253217999632,0.23901093321225297,0.32690093319366026,0.35962395441601136,0.3245660041099236,0.32680206770058967,0.2656584387766993,0.15062238176720016,0.46560250110635476,0.2635219124815604,0.22450644572029577,0.37205218246471067,0.3186052100188459,0.2902896616803532,0.27145503483769734,0.38237746435647,0.20296290057389973,0.26254474382571713,0.25436286046492934,0.22638936948626684,0.19195284682075653,0.7498954281909864,0.2771358955214792,0.3723317280929705
